word,weight
meresahkan,-4
meretek,-3
meriang,-4
meriba,-3
merincis,-4
merincukan,-4
merinding,-3
merindingkan,-4
merinin,-3
merintangi,-4
merisak,-4
merobek,-4
merobohkan,-5
merogoh,-3
merogok,-3
merompak,-5
meronta,-3
merorod,-4
merosok,-3
merosot,-5
merua,-4
meruak,-4
merugi,-5
merukunkan,-3
merumung,-3
merundung,-4
merunjang,-3
meruntuh,-4
meruntuhkan,-4
meruntun,-5
merunyamkan,-3
meruok,-5
merusakkan,-4
meruyup,-4
mesiu,-1
mesum,-5
mesut,-4
meteor,-4
metode,-5
mewajibkan,-2
mewakili,-3
mewalakkan,-5
mewek,-5
mewujud,-3
mewujudkan,-3
mikirin,-3
mikro,-3
mil,-3
milih,-2
miliun,-5
mimpiin,-2
minhaj,-4
minim,-3
minus,-3
miris,-4
miskin,-5
miss,-4
mls,-4
modar,-5
moderator,-3
modus,-3
mogok,-5
momok,-4
moncong,-3
monyet,-3
morat-marit,-3
morfin,-3
moyang,-4
muak,-5
mual,-5
muatan,-5
mubazir,-3
mucikari,-5
mudarat,-5
muflis,-4
muka badak,-3
muka dinding,-3
muka dua,-3
muka tebal,-3
mules,-4
mulut besar,-5
mulut gapil,-4
mulut gatal,-4
mulut harimau,-4
mulut rambang,-4
mumet,-4
mumi,-4
muncikari,-5
munding,-3
mungkar,-4
mungkir,-5
mungut,-2
muntah,-3
muntahan,-4
muntup,-3
mupeng,-2
murahan,-4
muram,-4
muram durja,-5
murca,-4
muring,-5
murka,-4
murtad,-5
murung,-4
murup,-3
murus,-5
musibah,-5
musir,-4
muskil,-2
musnah,-5
mustahil,-3
mustaka,-3
musuh,-4
musuhan,-4
mutlak,-3
naas,-5
nabrak,-4
naena,-2
nahan,-3
nahas,-2
naik darah,-4
naik pitam,-4
najis,-4
najisin,-4
nakal,-5
nala,-3
nama buruk,-5
nanar,-4
nang,-5
nangis,-5
nanya,-1
naon,-2
napa,-2
nape,-3
narasi,-4
narkotik,-3
narkotika,-4
nasihat,-3
naudzubillah,-5
ndak,-3
ndut,-4
negasi,-2
nelangsa,-3
nemu,-2
nenes,-2
neraka,-5
next,-2
ngaceng,-5
ngadepin,-2
ngadu,-3
ngakak,-2
ngambek,-5
ngamen,-3
ngancem,-4
nganggur,-3
ngantuk,-2
ngarep,-2
ngarti,-3
ngatain,-5
ngeang,-4
ngeden,-2
ngeles,-3
ngeluh,-4
ngenes,-4
ngerasa,-2
ngeri,-4
ngerjain,-2
ngertiin,-3
ngeselin,-5
ngesot,-2
ngespam,-3
ngestalk,-4
ngetawain,-4
ngga,-2
ngidam,-2
ngikutin,-2
ngilang,-3
ngilu,-4
ngomel,-4
ngomongin,-3
ngotot,-4
nihh,-3
nihil,-4
ninggalin,-4
nira,-3
nis-,-3
nista,-5
nistaan,-5
njir,-3
noda,-4
nol,-3
nona,-3
nujum,-4
numpuk,-3
nusuk,-3
nuzul,-4
nyakitin,-5
nyalahin,-4
nyampah,-4
nyamuk,-1
nyangka,-3
nyanyang,-5
nyari,-2
nyariin,-2
nyasar,-4
nyebelin,-4
nyebut,-3
nyelekit,-4
nyenyak,-4
nyenyat,-4
nyenyeh,-4
nyerah,-3
nyeri,-4
nyesal,-4
nyesek,-4
nyesel,-5
nyet,-4
nyiksa,-4
nyinyir,-4
nyolong,-4
nyontek,-5
nyuruh,-3
obat bedil,-3
obral,-3
obrolan,-4
obsolet,-5
ocehan,-4
odoh,-5
ogah,-3
ogah-ogahan,-4
ogel,-4
oles,-4
olok,-4
olok-olok,-5
oma,-2
omel,-1
omong kosong,-4
omongan,-4
onak,-4
onar,-2
ongkang-ongkang,-4
ongok,-3
onyak-anyik,-4
oon,-5
open,-3
opium,-3
oposisi,-3
opp,-1
ora,-3
orang bunian,-4
orang halus,-4
orang-orangan,-3
orbit,-4
orok,-3
osteoporosis,-5
otak ayam,-5
otak telur,-5
otak udang,-5
otaknya,-2
otek,-4
otot,-4
oven,-4
ovipositor,-3
oyok,-3
oyong,-4
pa,-5
pacak,-4
pacul,-4
padang luas,-3
padang pasir,-3
paganisme,-5
pagebluk,-5
pagina,-2
pahit,-3
pailit,-5
pait,-4
paksa,-4
palat,-5
pales,-4
palit,-3
palka,-3
palolo,-4
palsu,-2
pamer,-3
pameran,-3
pamflet,-3
pampat,-5
panar,-3
panas hati,-5
pancakara,-4
pancaran,-3
pandemi,-3
pandir,-5
pangkal kerongkongan,-5
pangku tangan,-4
pangkur,-4
panik,-4
panjang tangan,-5
panji-panji,-3
pansos,-2
pantang,-4
pantesan,-2
papak,-3
papakerma,-5
parah,-3
paralelogram,-4
paranormal,-2
parau,-4
pari-,-3
pariwara,-3
parlemen,-3
parlente,-4
parokial,-3
paruh,-3
parut,-3
pasak,-4
pasal,-4
pasokan,-3
pasukan,-5
patah,-4
patah pucuk,-5
pataka,-3
patgulipat,-5
patos,-5
patuk,-5
patung,-3
pautan,-4
pawana,-4
payudara,-3
pdhal,-2
pecat,-5
pedar,-4
pedes,-2
pedih,-4
pedofil,-5
pegal hati,-4
pegari,-3
pegawai negeri,-3
pegawai pemerintah,-3
pejabat,-3
pejajaran,-4
pekak,-3
pekik,-5
pekikan,-5
pekir,-4
pekuk,-3
pelak,-3
pelaksanaan,-4
pelana,-3
pelantikan,-3
pelanting,-3
pelecehan,-5
pelecok,-3
pelerai,-3
peles,-1
peleset,-4
pelesit,-4
pelet,-3
peletan,-3
pelir,-5
pelit,-2
pelontar,-3
pelor,-3
pelosok,-3
pelosot,-3
peluk,-3
peluru,-3
pemain,-3
pemakai bahasa,-3
pemalak,-5
pemantik api,-4
pemarah,-4
pematang,-4
pembabil,-4
pembaiatan,-3
pembalut,-3
pembangkang,-4
pembantah,-4
pembarut,-3
pembatalan,-3
pembelit,-3
pembendung,-3
pemberadaban,-3
pemberitahuan,-3
pemberon-takan,-4
pembersih,-4
pembesar,-2
pembohong,-4
pembudayaan,-5
pembungkus,-3
pemburu,-5
pemerasan,-4
pemerdaya,-4
peminta-minta,-4
pemisah,-3
pemupusan,-3
penabalan,-3
penanda,-3
penanggalan,-4
penanggung,-4
penangkis,-3
penarah,-3
penarung,-4
penata,-3
pencahayaan,-3
pencemaran,-4
pencolek api,-4
pencucuk,-3
pencukuran,-4
pendamai,-3
pendek akal,-3
pendek tali,-4
penderitaan,-5
pending,-3
pendongkrak,-3
pendusta,-4
penelik,-3
penertiban,-2
pengacauan,-4
pengamitan,-4
pengang,-3
penganggur,-4
pengangguran,-4
pengangkatan,-3
pengangkutan,-5
pengantara,-3
peng-antara,-3
pengap,-4
pengar,-4
pengebat,-3
pengecoh,-4
pengejawantahan,-3
pengeluaran,-3
pengesahan,-3
pengetam,-3
penggali,-4
pengganggu,-4
penggaruk,-3
penggelapan,-4
pengguguran,-3
penghabisan,-3
penghalang,-5
penghambat,-5
penghapus,-3
penghapusan,-3
penghilangan,-3
penghinaan,-5
penghisap darah,-4
penghisapan,-4
penghukuman arestasi,-3
pengikat,-3
pengindahan,-2
pengingkaran,-3
pengintai,-3
pengiriman,-5
pengiring,-3
pengotoran,-4
pengukuhan,-3
pengumpil,-3
pengumuman,-3
pengungkit,-3
pengunjukan,-3
peniadaan,-3
penindasan,-4
penindihan,-4
pening,-3
penipu,-4
penis,-5
peniti,-4
penjara,-4
penjelmaan,-3
penjuru,-3
penobatan,-3
penodong,-5
penolak,-3
penongkat senduk,-3
pensiun,-3
pental,-3
pentung-pentungan,-4
penubuhan,-3
penuh sesak,-3
penumpang,-3
penurunan,-5
penutup,-3
penutupan,-2
penutur bahasa,-3
penuturan,-3
penyadaran,-3
penyadur,-3
penyakit,-4
penyalut,-3
penyangga,-3
penyanggah,-4
penyangkal,-4
penyap,-3
penyebab,-3
penyekutuan (Allah),-5
penyelewengan,-4
penyelidikan,-5
penyemat,-4
penyepelean,-4
penyepit,-3
penyertifikatan,-4
penyigian,-3
penyimpangan,-4
penyinaran,-3
penyodok,-3
penyudah,-2
penyudahan,-3
penyumbat,-3
penyungkit,-3
pepak,-3
pepat,-3
pepet,-5
peradam,-5
peragaan,-3
perahu,-4
perang,-3
perang mulut,-5
peranjat,-3
perantara,-4
perapian,-4
perban,-3
perbantahan,-3
perbaraan,-4
percabangan,-4
percaturan,-3
percekcokan,-4
percuma,-2
perdebatan,-3
perenyak,-4
peres,-3
peretel,-4
pergabungan,-3
pergesekan,-4
pergok,-5
perguaman,-4
perhiasan,-4
perih,-4
periksa,-5
pering,-3
perit,-4
perkakas,-3
perkara,-4
perkawinan,-3
perkutut,-3
perlahan-lahan,-4
perlengkapan,-3
perlina,-3
permusuhan,-5
perosok,-4
perpegangan,-2
persengketaan,-4
persesuaian bunyi,-3
persetubuhan,-3
persuasi,-3
pertentangan,-5
pertunjuk,-3
pertunjukan,-3
pertunjukan perasaan,-3
perundungan,-4
perus,-5
perusuhan,-4
perwujudan,-3
peserta,-3
petaka,-4
petanda,-3
petir,-3
petugas,-3
petung,-3
petus,-3
pgen,-1
php,-4
pialang,-3
pica,-4
pijat-pijat,-5
pikat,-4
pikiran tumpul,-3
pikul,-2
pikulan,-2
pikun,-4
pilak,-5
pilih-pilih,-3
pilon,-3
pilu,-5
pinak,-3
pincang,-4
pinggir,-4
pipis,-2
pipitan,-3
pisah,-3
pitnah,-3
piye,-3
please,-3
plongah-plongoh,-3
plonga-plongo,-3
pls,-3
pojok,-3
pokonya,-2
pol,-3
politik,-1
polusi,-4
pongah,-5
pongsu,-4
poor,-4
popokan,-4
porak-poranda,-5
porno,-5
potel,-5
potol,-4
potong,-2
potongan,-2
praduga,-3
prahara,-3
pranatal,-3
prapendapat,-3
pretel,-4
primer,-4
primitif,-2
prinsipil,-4
problem,-4
prosais,-3
prosedur,-4
protes,-3
provokasi,-2
puaka,-4
puatang,-5
pub,-4
pucat,-4
puisi,-3
pukang,-3
pukulan,-3
pumpun,-3
punah,-4
pundung,-4
puntianak,-5
puntung,-3
pupus,-5
puputan,-3
purbasangka,-3
purwa,-2
pusang,-5
pusing,-4
pusing keling,-5
pusink,-3
puspamala,-3
pusu,-4
pusung,-3
putau,-3
putih tulang,-2
putus akal,-5
putus jiwa,-5
putus napas,-4
putus nyawa,-5
putus tali gantung,-2
putus usia,-3
puyan,-4
puyeng,-4
qada,-2
rabak,-3
rabies,-4
rad,-3
radang,-4
radikal,-4
radius,-4
ragu,-3
raguk,-3
ragu-ragu,-3
raib,-3
raiso,-3
rajam,-5
rajaman,-4
rakaat,-4
rakus,-2
ramal,-2
rambang,-5
rampak,-5
rampang,-2
rampas,-4
rampok,-5
ranai,-4
ranap,-5
rancap,-4
rancau,-3
randek,-3
rang,-3
rangkai,-4
rangkul,-3
rangsang,-3
rantai,-3
rantaian,-3
rantas,-3
rantus,-3
ranyah,-5
rapet,-2
rapun,-5
rasa hati,-2
rasa malu,-4
rasain,-3
rasialisme,-5
rasionalitas,-4
rasisme,-5
ratap,-3
ratapan,-3
rawak,-5
rawan,-5
rayah,-5
rayu,-4
rayuan,-3
realitas,-3
reba,-5
rebak,-3
rebeh,-5
rebet,-5
reca,-3
receh,-4
recehan,-4
recok,-2
redang,-4
redik,-5
redup,-3
reguk,-3
rel (kereta api),-4
relai,-5
relung,-2
rem,-2
remaja,-2
rembas,-5
rempak,-4
remuk,-4
remuk redam,-5
rendah,-5
rengeh,-3
renggang,-3
rengsa,-5
rentan,-4
renti,-3
renyang,-5
renyem,-3
repost,-2
repot,-5
represi,-4
reput,-3
resah,-5
resan,-5
resek,-4
resesi,-5
residivis,-5
resistan,-2
resonansi,-3
restan,-3
resultan,-3
resurjensi,-5
retak,-4
retas,-3
retek,-3
rewel,-4
reyot,-3
riang gembira,-3
riba,-3
ribet,-4
ribut,-2
rim,-3
rinding,-3
rindunya,-2
ringan lidah,-4
ringan mulut,-4
ringkih,-4
ringkik,-3
ringkus,-5
rintik,-3
rip,-5
risi,-3
risiko,-3
riuk,-3
robek,-3
roboh,-5
roda,-5
rogoh,-3
rogok,-3
roh jahat,-4
rokok,-3
rombak,-2
rombeng,-3
rombengan,-4
rombongan,-4
romong,-4
rompak,-5
rompeng,-4
rompes,-4
rompoh,-4
rompok,-2
rompong,-3
rompyok,-5
rongga,-3
ronggang,-3
rongkol,-5
rongseng,-4
rongsok,-3
rongsokan,-3
rosak,-3
rua,-4
ruai,-4
ruak,-4
ruang,-3
ruat,-4
rubuh,-5
rucah,-5
rudapaksa,-4
rudin,-5
rugi,-5
rumbing,-4
rumit,-5
rumor,-5
runcing,-4
rundung,-4
runtuh,-5
runtun,-5
runyam,-5
rurut,-5
rusak,-2
rusak binasa,-4
rusuk,-4
ruwet,-4
ruyup,-5
sabak,-3
sabil,-4
sabit,-3
sad,-4
sadis,-5
sadur,-3
safih,-4
safinah,-3
sahara,-2
sajen,-4
sakit hati,-3
sakit ingat,-4
sakit ingatan,-4
sakit jiwa,-4
sakitnya,-4
sakit-sakitan,-4
sakral,-2
salah,-2
salah benang,-1
salah langkah,-3
salah tingkah,-4
salah urat,-3
salahku,-4
sama sekali,-3
samar,-5
sambar,-3
sambaran,-3
sambat,-3
sambel,-2
sambit,-5
sambungan jiwa,-3
sampah,-4
sampai hati,-2
sampai rasa,-2
sampuk,-3
sampul,-3
sampur,-3
sanding,-2
sandung,-5
sange,-5
sanggama,-2
sanggit,-3
sangit,-5
sano,-4
santet,-5
sapi jantan,-3
sapit,-3
sapu,-3
sara,-3
sara bara,-5
sarak,-3
sarangan,-3
sarau,-5
sarik,-3
sarit,-4
sarung,-3
sasana,-3
satelit,-3
satire,-3
saum,-2
sawat,-5
sayap,-4
sayat,-4
sayu,-3
sayu rawan,-3
sayu rayu,-3
sayup,-3
seandainya,-1
sebaran,-3
sebarang,-2
sebel,-5
sebit,-4
sedat,-4
sedi,-2
sediaan,-3
sedih,-5
sedihhh,-5
sedihnya,-5
sedikit,-2
sedikit pembeli,-2
sedikit-dikitnya,-3
sedu,-5
seenak,-4
segitunya,-3
sekedup,-3
seko,-3
sekongkol,-4
sekongkolan,-4
sekop,-3
seksi,-3
seksologis,-2
seksualitas,-5
sekutu,-3
seladang,-3
selagi,-2
selap,-3
selebaran,-3
seleder,-5
selekeh,-5
selektif,-3
selempang,-5
selerang,-5
selesma,-3
seleweng,-5
selia,-4
selingkuh,-5
selingkuhan,-5
selir,-4
selisih,-4
selit-belit,-3
selokan,-4
selubung,-5
seluk beluk,-4
seluk-beluk,-4
selulur,-2
selusur,-3
semak hati,-5
seman,-5
semangatin,-1
semaput,-4
semau,-3
semayam,-3
sembam,-4
sembarang,-4
sembarangan,-4
sember,-4
sembrono,-5
sembunyi-sembunyi,-4
semburan,-4
semena,-3
semena-mena,-5
semenggah,-5
sementung,-5
semok,-4
sempelah,-4
semprot,-5
semprotan,-5
sempuras,-3
semrawut,-5
senat,-3
sendal,-3
sendu,-2
senengnya,-1
senewen,-4
sengal,-4
senging,-5
sengsara,-5
senior,-3
senonoh,-5
sensasi,-5
sensi,-4
sentakan,-5
senteng,-5
sentilan,-5
sentimen,-3
sentong,-3
sentuh asa,-1
sentuk,-4
senyampang,-4
senyur,-4
sepak,-3
separuh,-3
sepenuhnya,-3
sepi,-3
sepit,-3
serabutan,-5
seraga,-3
serah,-1
serak,-4
serakah,-3
serakan,-3
seram,-4
serampangan,-5
serampu,-3
seranah,-3
serang,-1
serangan,-3
serawak,-3
serem,-5
serenging,-5
serengit,-4
serik,-3
serindai,-5
seringing,-4
serobot,-3
serong,-4
serpihan,-4
serutu,-3
sesak,-3
sesal,-3
sesat,-4
sesat akal,-2
sesat pusat,-4
se-sat pusat,-4
setan,-4
setek,-4
seteru,-4
setimbang,-3
setip,-3
sewal,-5
shabu-shabu,-3
shy,-3
si dia,-3
si fulan,-3
si polan,-3
sia,-5
sial,-5
sialan,-5
sian,-3
siapanya,-2
sia-sia,-4
sidik midik,-3
sifer,-3
sihh,-2
sikit,-3
siklon,-4
siksa,-5
siksaan,-5
silam,-4
silang,-4
silang sengketa,-4
silap,-4
silap mata,-5
silat lidah,-3
silu,-5
siluman,-5
simbah,-3
simpang-siur,-4
sin,-1
sindir,-3
sindiran,-3
singgah,-2
singkat,-3
singkat akal,-3
singkil,-4
singkir,-5
sinting,-5
sipongang,-3
siratan,-3
sirik,-5
sirkuler,-3
sisa,-4
sisih,-2
sitoplasma,-5
sivilisasi,-3
skip,-3
skors,-3
slebor,-5
slip,-5
soak,-5
soal jawab,-3
sobek,-3
sodok,-3
sogok,-4
sogokan,-4
sok tahu,-2
sok tau,-2
solek,-4
solokan,-4
sombong,-3
someng,-4
somplak,-4
soms,-4
songsong,-2
sontak,-4
sorak,-3
sorang,-2
sorangan,-3
sorry,-4
sosi,-5
sotau,-4
sotoy,-4
spam,-3
spektakel,-3
spion,-3
stagnasi,-5
stalk,-4
stalking,-4
stop,-3
stori,-5
stres,-4
stress,-5
suak,-2
suari,-3
subversif,-4
sudu,-3
suka hati,-3
suka mengganggu,-4
sukaria,-3
sukatan,-5
sulalah,-3
sulfur,-3
sumarah,-4
sumbang,-4
sumbat,-3
sumbing,-4
sumpah serapah,-5
sumpal,-3
sumpek,-4
sun,-3
sunam,-3
sundal bolong,-5
sunduk,-3
sundut,-3
sungguhpun,-3
sungkan,-4
sungkap,-3
sungkawa,-3
suni,-4
sunu,-2
surah,-4
suram,-5
suri,-1
surih,-3
surup,-5
surut,-4
susah,-3
susahnya,-3
susila,-2
suspend,-3
susuh,-4
susup,-2
susur tangan,-3
sutradara,-3
suudzon,-4
syahwat,-2
syair,-3
syak,-3
syedi,-4
syur,-3
taburan,-3
tae,-4
tagar,-3
tagut,-4
tahi,-5
tahi angin,-4
tai,-5
taik,-5
tais,-3
tajak,-3
taji,-4
tak bernyawa,-5
takaran,-5
takda,-2
takul,-3
takut,-3
talak,-3
talas,-3
talenan,-5
tali jantung,-3
talun,-3
tamat riwayat,-3
tamat riwayatnya,-3
tambat hati,-2
tambatan hati,-2
tambeng,-5
tamparan,-3
tampik,-4
tampuk,-3
tanah tandus,-3
tandanya,-2
tanduk,-2
tangan besi,-4
tangan panas,-4
tanggul,-3
tanggung,-2
tanggungan,-3
tangis,-5
tangisan,-5
tangkap,-3
tangkap basah,-3
tangkap tangan,-4
tangkapan,-3
tangkis,-3
tantang,-4
tanur,-4
tapak kaki,-3
tapa-tapa,-3
tarak,-3
tarik napas habis,-5
tarung,-3
tatah-tatah,-5
tatak,-4
tauk,-3
tauu,-3
tawar,-4
tawon,-3
tbc,-3
tebal hati,-5
tebaran,-3
tedak,-4
tega,-5
tegal,-4
teganya,-4
tegun,-3
tegur ajar,-5
tekak,-5
tekan mental,-4
tekanan,-3
tekek,-3
tekuk lutut,-3
telak,-3
telantar,-4
telat,-5
teledor,-5
telerang,-3
teles,-4
telik,-2
telimpuh,-3
telinga merah,-3
teliti waskita,-3
tembakau,-3
tembak-menembak,-5
tembam,-4
tembelang,-5
tembis,-3
tembok,-1
temenan,-2
temenin,-3
tempelak,-5
tempik,-4
temporer,-4
tendang,-3
tendas,-4
tendensi,-3
tengak,-4
tenggak,-3
tenggalam,-3
tenggan,-3
tenggarang,-4
tenggelem,-3
tengik,-2
tengkar,-4
tengking,-5
tengkingan,-5
tengkoh,-3
tengku,-4
tengkulak,-5
tensi,-4
teologis,-4
tepergok,-5
teperlus,-4
tepian mata,-3
tepu,-3
terabai,-3
teraduk,-3
teragung,-4
terajam,-4
terajang,-3
terali,-4
teralienasi,-3
terambau,-5
teraniaya,-4
terasing,-5
terban,-4
terbang arwah,-4
terbang pikiran,-4
terbangai,-3
terbelakang,-3
terbenam,-5
terbentur,-4
terberak,-5
terbesit,-2
terbiar,-3
terbongkar,-3
terbuang,-2
terbuka (mata),-3
terbuni,-5
terburu,-3
tercampak,-5
tercantol,-3
tercebur,-5
tercecer,-3
tercekluk,-3
tercela,-4
tercelampak,-5
tercemas,-3
tercengang-cengang,-3
tercengung,-3
tercerai,-3
terdampar,-5
terdedah,-3
terderita,-4
terdesak,-4
terekspos,-4
terempas,-5
tergamak,-4
terganjal,-4
tergelecik,-4
tergeliat,-3
tergelicik,-3
tergelingsir,-3
tergeluncur,-3
tergemap,-3
tergolong,-3
terguling,-3
tergulir,-3
terguncang,-3
terhambat,-4
terhempas,-5
terhenti,-3
terhina direndahkan,-3
terhindar,-4
terhunjam,-3
teriakan,-4
teriris,-5
terisolasi,-3
terjang,-3
terjengkang,-5
terjepit,-4
terjerembab,-2
terjerohok,-4
terjerumus,-4
terjumpa,-4
terkait,-3
terkam,-4
terkejar,-5
terkelik,-3
terkencar-kencar,-4
terkikis,-3
terkilir,-3
terkocok,-3
terkuak,-5
terkutuk,-5
terlalah,-5
terlalaikan,-3
terlampau,-5
terlangah,-3
terlanggar,-4
terlangkaui,-5
terlengar,-4
terlepas,-5
terluka,-5
terlulur,-3
terminasi,-3
termuat,-3
ternoda,-5
teror,-5
terowongan,-4
terpa,-4
terpacak,-3
terpacul,-4
terpaksa,-4
terpaku,-3
terpalit-palit,-3
terpancang,-3
terpangah,-4
terpaut,-4
terpelanting,-3
terpelecok,-3
terpelekok,-3
terpeleset,-4
terpencil,-5
terpendam,-5
terpengaruh,-4
terperanjat,-3
terperenyak,-4
terperosok,-5
terperuk,-4
terpisah,-5
terpojok,-4
terpotong,-3
terpulang,-3
terpuruk,-4
terror,-5
tersaku,-3
tersampuk,-4
tersangkut,-3
tersantet,-3
tersapu,-3
tersara bara,-5
tersayat,-5
tersekat,-5
terselak,-3
terselip,-3
terselubung,-5
terselulur,-2
terselusur,-3
tersengut-sengut,-5
tersentuh,-2
tersentuh (perasaan),-1
terserah,-3
terserak,-3
terseret,-3
tersiar,-3
tersia-sia,-3
tersiksa,-5
tersila,-3
tersimbah,-5
tersinggung,-5
tersingkap,-3
tersingkir,-5
tersirah,-5
tersirap hatinya,-2
tersirep,-3
tersisih,-5
tersumbat,-5
tersungkap,-3
tersuntuk,-4
tersuruk,-5
tersusul,-3
tertabrak,-4
tertanam,-5
tertancap,-3
tertangguh,-3
tertanggung,-4
tertangkap basah,-3
tertangkap tangan,-4
tertawan,-3
tertegak,-4
tertegun,-3
tertenung,-3
tertindas,-5
tertinggal,-3
tertubruk,-4
tertular,-4
tertumbuk,-4
tertumbuk akal,-5
tertunda,-3
tertutup,-5
terudak,-3
terulur lidah,-5
terzalimi,-5
tesis,-3
tetas,-4
tetek,-4
tetesan darah,-3
tetiba,-3
tetua,-2
tidak,-5
tidak ada rasa,-3
tidak banyak,-1
tidak bekerja,-4
tidak betul,-2
tidak cocok,-3
tidak enak,-5
tidak ingat,-1
tidak inget,-1
tidak jelas,-2
tidak kasihan,-2
tidak keruan,-3
tidak laku,-3
tidak masuk akal,-4
tidak menarik,-3
tidak natural,-2
tidak percaya,-2
tidak perlu,-1
tidak sopan,-2
tidak suka,-3
tidak tahu,-2
tidak tarik,-2
tidak terima,-2
tiduran,-2
tidurin,-2
tikai,-4
tike,-3
tilam,-4
tilap,-4
timah panas,-3
timang,-1
timbal,-2
timbangan,-5
timbul,-3
timburu,-5
timpa,-3
timpang,-4
timpuk,-5
tindas,-5
tindih,-4
tindik,-3
tingau,-4
tinggalkan,-3
tinggi hati,-4
tinggikan,-2
tingkah,-5
tingkeb,-3
tinja,-5
tinju,-5
tipeks,-3
tipu muslihat,-5
tiri,-2
titian,-4
titik berat,-3
titis,-3
titisan darah,-3
tiup,-3
tiup-tiup,-3
tkde,-1
tobak,-3
tobat,-2
toboh,-4
tolak,-2
tolol,-5
tongong,-3
tonjok,-5
topan,-3
topek,-4
topo,-5
tosan aji,-4
tragedi,-5
traumatis,-4
travesti,-5
trayek,-4
trek,-3
tren,-2
tt,-2
tua bangka,-3
tua uzur,-3
tuak,-3
tuas,-3
tubruk,-3
tugal,-4
tuhkan,-4
tuhmah,-3
tuil,-3
tukas,-5
tulah,-3
tulang punggung,-3
tuli,-3
tulup,-3
tumbang vertikal,-3
tumbuk,-3
tumor,-4
tumpah hati,-3
tumpahan hati,-3
tumpas,-4
tumpasan,-5
tumpat,-4
tumpuk,-4
tumpul,-3
tumpul otak,-3
tumpur,-5
tun,-4
tunasusila,-5
tunggakan,-4
tunggang,-1
tunggang gunung,-4
tunggul,-3
tungku,-4
tunjangan,-3
tunjuk perasaan,-3
tuntut,-3
tupai,-5
turun,-3
tutup mulut,-3
tutup usia,-4
tutur kata,-4
tuyul,-4
typo,-2
typonya,-3
ua,-4
uang panas,-3
uang pecah,-4
uang sogok,-3
uang suap`,-4
uar,-3
uar-uar,-3
ubah akal,-2
ubah ingat,-3
uber,-3
ucek,-3
uci-uci,-4
udahan,-4
udeh,-3
udi,-5
ugal-ugalan,-3
ugh,-4
ujung tangan,-4
ukir,-5
ulah,-3
ulam-ulam,-5
ular kepala dua,-5
ulasan pers,-3
uler,-3
umbar,-3
umbul-umbul,-3
umpan,-3
umpat,-4
umpatan,-4
unam,-3
undian,-5
unfollow,-2
unit,-4
unjuk,-3
unjuk rasa,-3
unmood,-3
unting,-5
urgen,-4
uring-uringan,-5
urit,-3
urita,-3
urun,-4
urung,-5
urut-urutan,-4
usah,-5
usak,-3
usang,-5
usil,-3
usir,-4
usrek,-5
utang,-4
uyuh,-3
vagina,-4
vakum,-3
validitas,-3
vampir,-5
vibrasi,-3
vital,-4
vulgar,-3
wabah,-5
wacana,-3
waduk,-3
waham,-3
walang hati,-5
wan,-4
wangsit,-3
wara,-3
wara-wara,-3
warita,-4
warta,-3
wasit,-3
waswas,-3
watu,-3
wawa,-3
wedus,-3
week,-4
wejang,-3
wejangan,-3
wimana,-4
wreda,-4
xx,-1
yaahh,-3
yahhh,-3
yakali,-3
yalord,-2
yaoi,-5
yauda,-4
yaudahlah,-3
yaudh,-3
yelah,-3
yg tuan,-3
yodah,-2
yunior,-4
yuwaraja,-4
zakar,-3
zalim,-5
zat pemabuk,-3
zero,-3
ziarah,-4
ngemis,-2
anjing,-2
norak,-2
pansos waw,-3
menguras dompet,-2
tidak modal,-2
jangan beli,-5
porsi sedikit,-1
sedikit porsi,-1
tidak untung,-3
kurang enak,-4
tidak jumbo,-1
banyak omong,-3
banya omong,-1
malas beli,-5
tidak niat,-3
korek dompet,-2
tidak nonton,-2
kurang laku,-3
